"PGA","PGV","Sa(T1)","Es","nu","rho","xi","c","phi","Ec","fy","tseg","mu","moment_ratio","diameter_strain_rate"
"0.78235797","0.091613467","2.011716119","60149876.48996027","0.4445316731002447","1944.8238501740382","0.04243954032845661","31843.479531718913","11.07804456661706","38060178642.869","0.006588677356985114","0.35423483558366714","0.5995038261369452","2.4192921737772437","2.7754335370160046"
"0.73293903","0.095438262","0.743428617","52888958.560926534","0.4248629785066697","1993.5398468212984","0.051382337387793124","32810.496699606294","10.378751959877354","28366980397.06597","0.006287528861382066","0.3450090857446856","0.6002353952428111","1.4835950624125231","3.1995134816765884"
"0.59310441","0.11098867","1.236361026","59150999.09187126","0.4374785447000054","1838.1496184633602","0.044070239831957285","30984.540670454127","11.407015851251455","31571731220.27786","0.0061395401452636195","0.34939537746090793","0.6009422008471196","2.340816455272203","5.938791788405451"
"0.1496472","0.016383153","0.254544665","54818652.414921075","0.4462731669441898","1929.5259693327118","0.03535329134042961","35610.96227507457","10.156011283704919","39169093141.34912","0.00583404420981945","0.3490104586343802","0.6050291009923703","0.5286316883627217","0.6287159269494047"
"0.15574814","0.013713734","0.188973404","51418728.851806454","0.4130272879502699","1771.1778148733652","0.06837719246266791","30496.833555696485","10.388033554084851","33957356663.659023","0.005744975029878921","0.3501103726476052","0.6036344409337167","0.3569070490669506","0.4892221910308312"
"0.74186805","0.109016696","0.968224946","68612826.09462546","0.4291023261097513","2046.793007367687","0.03464994514900088","31164.7809115141","14.001407829251994","34679583271.68687","0.006083362143405639","0.35662071053631844","0.6018895086115067","2.573449244317086","4.80713876767346"
"0.91183561","0.09060112","1.480773669","68382411.0940534","0.43051701950600185","2137.961285975747","0.03649499598572628","25664.863474210484","14.461733301308529","31440714064.903755","0.005755514540948915","0.3444841619075665","0.5970285000203268","2.592191221355349","4.351500918133416"
"0.32117351","0.027974793","0.434779333","61470082.14205168","0.4513731210406366","1895.7389817515796","0.0683890530250351","27804.97716447737","11.313109379289115","31271160591.94099","0.0059432251428960985","0.34926872917296786","0.6016626992559878","1.1434670876132076","1.006379431471019"
"0.93608011","0.094664849","0.922601274","54365751.99066378","0.4342397684025173","1854.6208174044841","0.057443304873376594","29410.875117283733","10.547841735198332","34792767360.64087","0.00618257498442741","0.3475897540771402","0.5978297587124115","2.2957125156963314","4.9137731032366805"
"0.097455477","0.008751484","0.115018308","55301458.833869204","0.4507116578218454","1960.7678724823684","0.058213380928835844","25329.84170412522","11.228494609107596","35686413971.76513","0.006311076531238813","0.3463655999380456","0.5966195142825858","0.1460764222537708","0.4073396888341901"
"0.1337614","0.010009872","0.073150908","54232928.752695724","0.4462014427815659","1795.2228376735134","0.03555340961667398","31139.42295329876","11.134110518748397","30566219778.353527","0.005912853297579754","0.350515681196589","0.6044677288527993","0.15630715659728725","0.21592550817444195"
"0.630716","0.12452147","1.083043362","66012223.60601204","0.4459570110483975","1848.3879780089035","0.0445323304525284","29379.852643485196","13.015553547468244","28221070303.09233","0.006039557875750185","0.349075611237109","0.602578229766359","2.788092212140126","4.884788272541914"
"0.68437823","0.09277858","1.147943707","64283403.31527665","0.43197023439638593","2084.9424133211537","0.04979897531002804","24542.068295691326","14.475440917353694","33764837706.46817","0.00563147916063377","0.3483874502372183","0.601856002540929","2.498509347692882","5.591473743676578"
"0.60474561","0.052943936","0.546692559","60619672.95754319","0.41822312813607926","2091.7706537463487","0.05788250227747378","26039.601860646402","12.792673911995669","38924963927.97851","0.0062038511089257155","0.35581401114164823","0.5959574751341717","2.0881671434528197","2.1430868439351816"
"0.3119455","0.041912518","0.433229619","58311582.938938774","0.4456694985787285","2132.1608751706517","0.05211349135691057","32097.087482507734","11.332674191683482","36098373605.20143","0.006321799358836987","0.3501076248866415","0.6026950478894567","1.1268074928011391","1.530538327359112"
